genre,sold by,daily average.amazon revenue,daily average.author revenue,daily average.gross sales,daily average.publisher revenue,daily average.units sold,publisher.name,publisher.type,statistics.average rating,statistics.sale price,statistics.sales rank,statistics.total reviews,PublisherId
nonfiction,"Amazon Digital Services,  Inc.",2.5,2.5,12.5,7.5,5,(Small or Medium Publisher),small/medium,3.25,2.5,48087,4,17371
nonfiction,Simon and Schuster Digital Sales Inc,12.74,12.74,63.7,38.22,5,Atria Books,big five,4.6,12.74,48093,61,17372
genre fiction,"Amazon Digital Services,  Inc.",11.985,27.965,39.95,0,5,(Indie Publisher),indie,4.76,7.99,48096,21,17373
nonfiction,"Amazon Digital Services,  Inc.",6.4675,3.4825,9.95,0,5,(Indie Publisher),indie,4.71,1.99,48102,7,17374
comics,"Amazon Digital Services,  Inc.",3.82,3.82,19.1,11.46,5,(Small or Medium Publisher),small/medium,4.18,3.82,48107,27,17375
comics,DC Comics,0.99,0.99,4.95,2.97,5,(Small or Medium Publisher),small/medium,0,0.99,48108,0,17376
genre fiction,"Amazon Digital Services,  Inc.",3.82,3.82,19.1,11.46,5,(Small or Medium Publisher),small/medium,4.8,3.82,48112,5,17377
genre fiction,"Amazon Digital Services,  Inc.",6.15,6.15,30.75,18.45,5,(Small or Medium Publisher),small/medium,4.47,6.15,48136,19,17378
genre fiction,HarperCollins Publishers,1.99,1.99,9.95,5.97,5,HarperCollins e-books,big five,4.11,1.99,48145,18,17379
nonfiction,"Amazon Digital Services,  Inc.",5.985,13.965,19.95,0,5,(Indie Publisher),indie,5,3.99,48147,1,17380
nonfiction,HarperCollins Publishers,9.77,9.77,48.85,29.31,5,HarperCollins e-books,big five,3.02,9.77,48157,73,17381
nonfiction,"Amazon Digital Services,  Inc.",9.66,9.66,48.3,28.98,5,(Small or Medium Publisher),small/medium,4.32,9.66,48158,81,17382
nonfiction,"Amazon Digital Services,  Inc.",0.99,0.99,4.95,2.97,5,(Single-Author Publisher),single author,3.78,0.99,48158,76,17383
genre fiction,"Amazon Digital Services,  Inc.",1.98,1.98,9.9,5.94,5,(Single-Author Publisher),single author,4.25,1.98,48159,16,17384
genre fiction,"Amazon Digital Services,  Inc.",5.38,5.38,26.9,16.14,5,(Small or Medium Publisher),small/medium,4.31,5.38,48161,102,17385
genre fiction,"Amazon Digital Services,  Inc.",2.99,2.99,14.95,8.97,5,(Small or Medium Publisher),small/medium,3.8,2.99,48166,211,17386
nonfiction,"Amazon Digital Services,  Inc.",13.99,13.99,69.95,41.97,5,(Small or Medium Publisher),small/medium,4.51,13.99,48171,82,17387
nonfiction,"Amazon Digital Services,  Inc.",10.38,10.38,51.9,31.14,5,(Small or Medium Publisher),small/medium,4.46,10.38,48180,43,17388
nonfiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Single-Author Publisher),single author,4.64,9.99,48182,31,17389
genre fiction,"Amazon Digital Services,  Inc.",3.82,3.82,19.1,11.46,5,(Small or Medium Publisher),small/medium,4.16,3.82,48192,6,17390
children,Penguin Group (USA) LLC,8.88,8.88,44.4,26.64,5,Dial,big five,4.59,8.88,48202,15,17391
children,"Amazon Digital Services,  Inc.",3.41,3.41,17.05,10.23,5,(Small or Medium Publisher),small/medium,4.73,3.41,48208,26,17392
nonfiction,"Amazon Digital Services,  Inc.",3.2175,1.7325,4.95,0,5,(Indie Publisher),indie,3.5,0.99,48216,6,17393
nonfiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,5,2.99,48219,12,17394
nonfiction,"Amazon Digital Services,  Inc.",8.805,20.545,29.35,0,5,(Indie Publisher),indie,4.09,5.87,48222,10,17395
genre fiction,"Amazon Digital Services,  Inc.",3.82,3.82,19.1,11.46,5,(Small or Medium Publisher),small/medium,4.5,3.82,48226,2,17396
nonfiction,"Amazon Digital Services,  Inc.",12.5,12.5,62.5,37.5,5,(Small or Medium Publisher),small/medium,4.02,12.5,48237,44,17397
nonfiction,"Amazon Digital Services,  Inc.",5.97,13.93,19.9,0,5,(Indie Publisher),indie,4.33,3.98,48245,6,17398
genre fiction,Random House LLC,5.99,5.99,29.95,17.97,5,Spectra,big five,4.33,5.99,48248,127,17399
children,"Amazon Digital Services,  Inc.",0.99,0.99,4.95,2.97,5,(Small or Medium Publisher),small/medium,4.28,0.99,48249,14,17400
nonfiction,Simon and Schuster Digital Sales Inc,11.14,11.14,55.7,33.42,5,Simon & Schuster,big five,4.61,11.14,48252,183,17401
genre fiction,"Amazon Digital Services,  Inc.",5.985,13.965,19.95,0,5,(Indie Publisher),indie,4,3.99,48257,10,17402
nonfiction,"Amazon Digital Services,  Inc.",3.2175,1.7325,4.95,0,5,(Indie Publisher),indie,4.3,0.99,48262,10,17403
children,Random House LLC,3.37,3.37,16.85,10.11,5,Golden Books,big five,4.64,3.37,48285,199,17404
nonfiction,"Amazon Digital Services,  Inc.",5.685,13.265,18.95,0,5,(Indie Publisher),indie,5,3.79,48293,4,17405
nonfiction,"Amazon Digital Services,  Inc.",20,20,100,60,5,(Small or Medium Publisher),small/medium,4,20,48295,8,17406
nonfiction,Penguin Group (USA) LLC,11.99,11.99,59.95,35.97,5,Viking Adult,big five,4.16,11.99,48299,6,17407
children,"Amazon Digital Services,  Inc.",2.99,2.99,14.95,8.97,5,(Small or Medium Publisher),small/medium,4.37,2.99,48300,81,17408
nonfiction,"Amazon Digital Services,  Inc.",2.99,2.99,14.95,8.97,5,(Single-Author Publisher),single author,4.25,2.99,48305,16,17409
nonfiction,"Amazon Digital Services,  Inc.",3.2175,1.7325,4.95,0,5,(Indie Publisher),indie,3.43,0.99,48305,23,17410
nonfiction,"Amazon Digital Services,  Inc.",2.99,2.99,14.95,8.97,5,(Single-Author Publisher),single author,4.92,2.99,48308,39,17411
nonfiction,"Amazon Digital Services,  Inc.",3.2175,1.7325,4.95,0,5,(Indie Publisher),indie,4.56,0.99,48316,210,17412
nonfiction,"Amazon Digital Services,  Inc.",7.455,17.395,24.85,0,5,(Indie Publisher),indie,5,4.97,48317,2,17413
nonfiction,"Amazon Digital Services,  Inc.",13.99,13.99,69.95,41.97,5,(Small or Medium Publisher),small/medium,4.71,13.99,48318,42,17414
nonfiction,Penguin Group (USA) LLC,11.99,11.99,59.95,35.97,5,Penguin Books,big five,4.41,11.99,48319,53,17415
nonfiction,"Amazon Digital Services,  Inc.",4.61,4.61,23.05,13.83,5,(Small or Medium Publisher),small/medium,4.09,4.61,48322,11,17416
nonfiction,"Amazon Digital Services,  Inc.",11.49,11.49,57.45,34.47,5,(Small or Medium Publisher),small/medium,4.07,11.49,48335,42,17417
nonfiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Small or Medium Publisher),small/medium,4.68,9.99,48336,153,17418
nonfiction,"Amazon Digital Services,  Inc.",35.49,35.49,177.45,106.47,5,(Small or Medium Publisher),small/medium,3.59,35.49,48338,22,17419
nonfiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,2.84,2.99,48341,39,17420
nonfiction,"Amazon Digital Services,  Inc.",2.99,2.99,14.95,8.97,5,(Single-Author Publisher),single author,4.46,2.99,48355,49,17421
children,"Amazon Digital Services,  Inc.",3.99,3.99,19.95,11.97,5,(Single-Author Publisher),single author,4.72,3.99,48356,36,17422
nonfiction,Random House LLC,9.99,9.99,49.95,29.97,5,Dell,big five,4.68,9.99,48360,182,17423
nonfiction,"Amazon Digital Services,  Inc.",5.985,13.965,19.95,0,5,(Indie Publisher),indie,4.51,3.99,48361,52,17424
nonfiction,"Amazon Digital Services,  Inc.",0.99,0.99,4.95,2.97,5,(Single-Author Publisher),single author,5,0.99,48370,23,17425
nonfiction,"Amazon Digital Services,  Inc.",14.985,34.965,49.95,0,5,(Indie Publisher),indie,4.42,9.99,48374,7,17426
nonfiction,"Amazon Digital Services,  Inc.",1.99,1.99,9.95,5.97,5,(Single-Author Publisher),single author,4.77,1.99,48382,22,17427
nonfiction,"Amazon Digital Services,  Inc.",11.99,11.99,59.95,35.97,5,(Small or Medium Publisher),small/medium,4.72,11.99,48384,48,17428
genre fiction,"Amazon Digital Services,  Inc.",1.49,1.49,7.45,4.47,5,(Single-Author Publisher),single author,4.42,1.49,48385,7,17429
genre fiction,Simon and Schuster Digital Sales Inc,6.83,6.83,34.15,20.49,5,Pocket Books/Star Trek,big five,2.92,6.83,48389,39,17430
nonfiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,4.33,2.99,48390,104,17431
nonfiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,4.86,2.99,48392,30,17432
nonfiction,"Amazon Digital Services,  Inc.",9.59,9.59,47.95,28.77,5,(Small or Medium Publisher),small/medium,4.36,9.59,48394,55,17433
nonfiction,Random House LLC,9.99,9.99,49.95,29.97,5,Vintage,big five,4.25,9.99,48396,300,17434
nonfiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Single-Author Publisher),single author,4.84,9.99,48406,63,17435
nonfiction,"Amazon Digital Services,  Inc.",16.48,16.48,82.4,49.44,5,(Small or Medium Publisher),small/medium,0,16.48,48410,0,17436
comics,Penguin Group (USA) LLC,3.79,3.79,18.95,11.37,5,Reader's Digest,big five,4.34,3.79,48414,141,17437
genre fiction,Random House LLC,5.99,5.99,29.95,17.97,5,Del Rey,big five,4.52,5.99,48415,354,17438
nonfiction,"Amazon Digital Services,  Inc.",13.99,13.99,69.95,41.97,5,(Small or Medium Publisher),small/medium,4.84,13.99,48416,19,17439
nonfiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Small or Medium Publisher),small/medium,4.88,9.99,48426,26,17440
genre fiction,"Amazon Digital Services,  Inc.",5.985,13.965,19.95,0,5,(Indie Publisher),indie,4.84,3.99,48429,46,17441
nonfiction,HarperCollins Publishers,6.64,6.64,33.2,19.92,5,Thorsons,big five,4.8,6.64,48435,15,17442
comics,DC Comics,3.99,3.99,19.95,11.97,5,(Small or Medium Publisher),small/medium,0,3.99,48443,0,17443
nonfiction,Macmillan,11.04,11.04,55.2,33.12,5,Thomas Dunne Books,big five,4.03,11.04,48449,66,17444
nonfiction,"Amazon Digital Services,  Inc.",8.78,8.78,43.9,26.34,5,(Single-Author Publisher),single author,4.21,8.78,48450,14,17445
children,Simon and Schuster Digital Sales Inc,5.98,5.98,29.9,17.94,5,Atheneum Books for Young Readers,big five,4.54,5.98,48451,35,17446
comics,"Amazon Digital Services,  Inc.",7.55,7.55,37.75,22.65,5,(Small or Medium Publisher),small/medium,3.72,7.55,48458,59,17447
nonfiction,"Amazon Digital Services,  Inc.",3.95,3.95,19.75,11.85,5,(Small or Medium Publisher),small/medium,4.74,3.95,48459,43,17448
comics,"Amazon Digital Services,  Inc.",2.5,2.5,12.5,7.5,5,(Small or Medium Publisher),small/medium,5,2.5,48462,1,17449
nonfiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Small or Medium Publisher),small/medium,4.01,9.99,48469,51,17450
nonfiction,"Amazon Digital Services,  Inc.",3.2175,1.7325,4.95,0,5,(Indie Publisher),indie,4.14,0.99,48470,7,17451
nonfiction,"Amazon Digital Services,  Inc.",6.4675,3.4825,9.95,0,5,(Indie Publisher),indie,4.43,1.99,48474,23,17452
nonfiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Small or Medium Publisher),small/medium,4.66,9.99,48478,12,17453
genre fiction,"Amazon Digital Services,  Inc.",5.985,13.965,19.95,0,5,(Indie Publisher),indie,4.44,3.99,48483,27,17454
nonfiction,"Amazon Digital Services,  Inc.",5.205,12.145,17.35,0,5,(Indie Publisher),indie,2,3.47,48487,1,17455
genre fiction,"Amazon Digital Services,  Inc.",3.25,3.25,16.25,9.75,5,(Small or Medium Publisher),small/medium,4,3.25,48489,14,17456
nonfiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,3.9,2.99,48491,10,17457
nonfiction,"Amazon Digital Services,  Inc.",15.49,15.49,77.45,46.47,5,(Small or Medium Publisher),small/medium,4.18,15.49,48502,27,17458
nonfiction,"Amazon Digital Services,  Inc.",2.99,2.99,14.95,8.97,5,(Single-Author Publisher),single author,4.68,2.99,48504,48,17459
nonfiction,"Amazon Digital Services,  Inc.",3.2175,1.7325,4.95,0,5,(Indie Publisher),indie,5,0.99,48504,1,17460
nonfiction,"Amazon Digital Services,  Inc.",0.99,0.99,4.95,2.97,5,(Small or Medium Publisher),small/medium,3.66,0.99,48505,6,17461
nonfiction,"Amazon Digital Services,  Inc.",3.25,1.75,5,0,5,(Indie Publisher),indie,4.2,1,48507,5,17462
nonfiction,"Amazon Digital Services,  Inc.",18.59,18.59,92.95,55.77,5,(Small or Medium Publisher),small/medium,4.35,18.59,48508,53,17463
genre fiction,"Amazon Digital Services,  Inc.",3.79,3.79,18.95,11.37,5,(Small or Medium Publisher),small/medium,4.61,3.79,48509,13,17464
nonfiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Small or Medium Publisher),small/medium,4.76,9.99,48510,21,17465
nonfiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,5,2.99,48515,11,17466
genre fiction,"Amazon Digital Services,  Inc.",4.99,4.99,24.95,14.97,5,(Small or Medium Publisher),small/medium,4,4.99,48523,13,17467
nonfiction,Penguin Group (USA) LLC,7.99,7.99,39.95,23.97,5,Berkley,big five,4.29,7.99,48524,24,17468
nonfiction,"Amazon Digital Services,  Inc.",6.97,6.97,34.85,20.91,5,(Single-Author Publisher),single author,4.78,6.97,48525,14,17469
nonfiction,"Amazon Digital Services,  Inc.",16.48,16.48,82.4,49.44,5,(Small or Medium Publisher),small/medium,4.63,16.48,48529,33,17470
nonfiction,"Amazon Digital Services,  Inc.",11.49,11.49,57.45,34.47,5,(Small or Medium Publisher),small/medium,4.83,11.49,48530,42,17471
comics,"Amazon Digital Services,  Inc.",5.79,5.79,28.95,17.37,5,(Small or Medium Publisher),small/medium,5,5.79,48531,3,17472
nonfiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Small or Medium Publisher),small/medium,4.48,9.99,48532,110,17473
genre fiction,Random House LLC,9.99,9.99,49.95,29.97,5,Crown,big five,3.54,9.99,48533,116,17474
nonfiction,"Amazon Digital Services,  Inc.",2.99,2.99,14.95,8.97,5,(Single-Author Publisher),single author,4.21,2.99,48533,41,17475
children,"Amazon Digital Services,  Inc.",3.2175,1.7325,4.95,0,5,(Indie Publisher),indie,4.46,0.99,48535,62,17476
nonfiction,HarperCollins Publishers,9.77,9.77,48.85,29.31,5,HarperCollins e-books,big five,3.96,9.77,48543,30,17477
genre fiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,5,2.99,48551,3,17478
nonfiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,4.36,2.99,48551,22,17479
children,"Amazon Digital Services,  Inc.",0.99,0.99,4.95,2.97,5,(Small or Medium Publisher),small/medium,4.68,0.99,48553,48,17480
nonfiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Single-Author Publisher),single author,4.66,9.99,48554,118,17481
nonfiction,Macmillan,12.74,12.74,63.7,38.22,5,Metropolitan Books,big five,4.72,12.74,48561,29,17482
nonfiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Small or Medium Publisher),small/medium,4.73,9.99,48562,63,17483
nonfiction,"Amazon Digital Services,  Inc.",5.985,13.965,19.95,0,5,(Indie Publisher),indie,4.5,3.99,48565,16,17484
nonfiction,"Amazon Digital Services,  Inc.",3.2175,1.7325,4.95,0,5,(Indie Publisher),indie,3.53,0.99,48572,15,17485
nonfiction,"Amazon Digital Services,  Inc.",4.99,4.99,24.95,14.97,5,(Single-Author Publisher),single author,3.62,4.99,48575,8,17486
nonfiction,"Amazon Digital Services,  Inc.",2.99,2.99,14.95,8.97,5,(Small or Medium Publisher),small/medium,4.84,2.99,48578,20,17487
nonfiction,Simon and Schuster Digital Sales Inc,9.27,9.27,46.35,27.81,5,Simon & Schuster,big five,3.82,9.27,48584,228,17488
genre fiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,3.93,2.99,48586,30,17489
genre fiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,4.23,2.99,48586,55,17490
nonfiction,Hachette Book Group,9.99,9.99,49.95,29.97,5,"Little, Brown and Company",big five,3.66,9.99,48592,152,17491
nonfiction,Penguin Group (USA) LLC,14.99,14.99,74.95,44.97,5,The Penguin Press,big five,2.98,14.99,48600,57,17492
nonfiction,"Amazon Digital Services,  Inc.",5.49,5.49,27.45,16.47,5,(Small or Medium Publisher),small/medium,4.38,5.49,48603,50,17493
nonfiction,"Amazon Digital Services,  Inc.",14.99,14.99,74.95,44.97,5,(Single-Author Publisher),single author,4.57,14.99,48611,19,17494
nonfiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Small or Medium Publisher),small/medium,4.2,9.99,48614,264,17495
nonfiction,"Amazon Digital Services,  Inc.",4.99,4.99,24.95,14.97,5,(Single-Author Publisher),single author,4.18,4.99,48614,27,17496
nonfiction,Random House LLC,10.79,10.79,53.95,32.37,5,Ballantine Books,big five,3.95,10.79,48620,312,17497
nonfiction,"Amazon Digital Services,  Inc.",10.65,10.65,53.25,31.95,5,(Small or Medium Publisher),small/medium,4.75,10.65,48621,4,17498
genre fiction,"Amazon Digital Services,  Inc.",3.82,3.82,19.1,11.46,5,(Small or Medium Publisher),small/medium,4.63,3.82,48625,33,17499
nonfiction,"Amazon Digital Services,  Inc.",9.39,9.39,46.95,28.17,5,(Small or Medium Publisher),small/medium,4.46,9.39,48630,182,17500
nonfiction,Macmillan,8.33,8.33,41.65,24.99,5,St. Martin's Press,big five,4.52,8.33,48634,70,17501
nonfiction,"Amazon Digital Services,  Inc.",7.8,18.2,26,0,5,(Indie Publisher),indie,5,5.2,48636,4,17502
genre fiction,Macmillan,5.99,5.99,29.95,17.97,5,Minotaur Books,big five,3.92,5.99,48638,53,17503
nonfiction,"Amazon Digital Services,  Inc.",5.99,5.99,29.95,17.97,5,(Small or Medium Publisher),small/medium,4.43,5.99,48639,23,17504
genre fiction,"Amazon Digital Services,  Inc.",3.44,3.44,17.2,10.32,5,(Small or Medium Publisher),small/medium,5,3.44,48643,1,17505
genre fiction,"Amazon Digital Services,  Inc.",6.15,6.15,30.75,18.45,5,(Small or Medium Publisher),small/medium,4.33,6.15,48646,45,17506
nonfiction,Random House LLC,7.99,7.99,39.95,23.97,5,Anchor,big five,3.95,7.99,48660,282,17507
children,"Amazon Digital Services,  Inc.",4.49,4.49,22.45,13.47,5,(Small or Medium Publisher),small/medium,4.81,4.49,48663,44,17508
nonfiction,"Amazon Digital Services,  Inc.",2.99,2.99,14.95,8.97,5,(Single-Author Publisher),single author,3.78,2.99,48666,19,17509
genre fiction,Penguin Group (USA) LLC,5.99,5.99,29.95,17.97,5,Berkley,big five,4.45,5.99,48667,11,17510
nonfiction,Macmillan,8.89,8.89,44.45,26.67,5,Picador,big five,3.89,8.89,48672,56,17511
genre fiction,"Amazon Digital Services,  Inc.",2.99,2.99,14.95,8.97,5,(Small or Medium Publisher),small/medium,4.73,2.99,48675,23,17512
nonfiction,"Amazon Digital Services,  Inc.",6.99,6.99,34.95,20.97,5,(Single-Author Publisher),single author,3.66,6.99,48676,21,17513
nonfiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Small or Medium Publisher),small/medium,3.93,9.99,48680,129,17514
nonfiction,Macmillan,11.99,11.99,59.95,35.97,5,Thomas Dunne Books,big five,4.45,11.99,48696,306,17515
nonfiction,Random House LLC,7.99,7.99,39.95,23.97,5,Fodor's,big five,4.37,7.99,48696,8,17516
nonfiction,"Amazon Digital Services,  Inc.",0.99,0.99,4.95,2.97,5,(Small or Medium Publisher),small/medium,4.5,0.99,48700,14,17517
genre fiction,"Amazon Digital Services,  Inc.",0.99,0.99,4.95,2.97,5,(Single-Author Publisher),single author,3.11,0.99,48702,61,17518
nonfiction,"Amazon Digital Services,  Inc.",2.99,2.99,14.95,8.97,5,(Single-Author Publisher),single author,4,2.99,48714,8,17519
nonfiction,Random House LLC,9.99,9.99,49.95,29.97,5,Broadway Books,big five,4.44,9.99,48725,65,17520
genre fiction,"Amazon Digital Services,  Inc.",6.49,6.49,32.45,19.47,5,(Small or Medium Publisher),small/medium,4.59,6.49,48726,10,17521
comics,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Small or Medium Publisher),small/medium,4.23,9.99,48726,90,17522
nonfiction,Penguin Group (USA) LLC,10.76,10.76,53.8,32.28,5,Penguin Books,big five,4.41,10.76,48736,204,17523
genre fiction,"Amazon Digital Services,  Inc.",5.38,5.38,26.9,16.14,5,(Small or Medium Publisher),small/medium,4.5,5.38,48740,46,17524
genre fiction,"Amazon Digital Services,  Inc.",3.2175,1.7325,4.95,0,5,(Indie Publisher),indie,3.3,0.99,48745,13,17525
nonfiction,Random House LLC,10.99,10.99,54.95,32.97,5,Vintage,big five,4.39,10.99,48746,81,17526
genre fiction,"Amazon Digital Services,  Inc.",3.2175,1.7325,4.95,0,5,(Indie Publisher),indie,0,0.99,48747,0,17527
nonfiction,"Amazon Digital Services,  Inc.",12.49,12.49,62.45,37.47,5,(Small or Medium Publisher),small/medium,4.43,12.49,48751,16,17528
nonfiction,"Amazon Digital Services,  Inc.",11.99,11.99,59.95,35.97,5,(Small or Medium Publisher),small/medium,4.3,11.99,48754,207,17529
nonfiction,"Amazon Digital Services,  Inc.",10.49,10.49,52.45,31.47,5,(Small or Medium Publisher),small/medium,4.67,10.49,48755,131,17530
nonfiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,3.66,2.99,48757,3,17531
nonfiction,Penguin Group (USA) LLC,5.99,5.99,29.95,17.97,5,Signet,big five,4.77,5.99,48759,167,17532
nonfiction,Penguin Group (USA) LLC,7.99,7.99,39.95,23.97,5,Penguin Books,big five,4.37,7.99,48759,58,17533
genre fiction,"Amazon Digital Services,  Inc.",5.985,13.965,19.95,0,5,(Indie Publisher),indie,4.42,3.99,48760,49,17534
nonfiction,"Amazon Digital Services,  Inc.",0.99,0.99,4.95,2.97,5,(Single-Author Publisher),single author,4.22,0.99,48766,18,17535
nonfiction,HarperCollins Publishers,10.23,10.23,51.15,30.69,5,HarperCollins e-books,big five,4.23,10.23,48769,126,17536
nonfiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Small or Medium Publisher),small/medium,4,9.99,48771,9,17537
nonfiction,"Amazon Digital Services,  Inc.",10.59,10.59,52.95,31.77,5,(Small or Medium Publisher),small/medium,4.45,10.59,48773,66,17538
nonfiction,"Amazon Digital Services,  Inc.",10.49,10.49,52.45,31.47,5,(Small or Medium Publisher),small/medium,5,10.49,48775,3,17539
genre fiction,"Amazon Digital Services,  Inc.",3.2175,1.7325,4.95,0,5,(Indie Publisher),indie,4.52,0.99,48786,21,17540
nonfiction,"Amazon Digital Services,  Inc.",0.99,0.99,4.95,2.97,5,(Small or Medium Publisher),small/medium,3.93,0.99,48791,16,17541
comics,"Amazon Digital Services,  Inc.",11.49,11.49,57.45,34.47,5,(Small or Medium Publisher),small/medium,4.58,11.49,48793,138,17542
nonfiction,Random House LLC,11.84,11.84,59.2,35.52,5,Ballantine Books,big five,4.08,11.84,48794,69,17543
nonfiction,Random House LLC,9.59,9.59,47.95,28.77,5,Bantam,big five,4.84,9.59,48797,33,17544
genre fiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Single-Author Publisher),single author,0,9.99,48799,0,17545
children,"Amazon Digital Services,  Inc.",3.25,1.75,5,0,5,(Indie Publisher),indie,4.48,1,48803,265,17546
nonfiction,HarperCollins Publishing,1.99,1.99,9.95,5.97,5,Zondervan,big five,4.15,1.99,48808,33,17547
nonfiction,"Amazon Digital Services,  Inc.",12.49,12.49,62.45,37.47,5,(Small or Medium Publisher),small/medium,4.6,12.49,48809,23,17548
comics,"Amazon Digital Services,  Inc.",5.99,5.99,29.95,17.97,5,(Single-Author Publisher),single author,4.88,5.99,48810,26,17549
nonfiction,"Amazon Digital Services,  Inc.",2.99,2.99,14.95,8.97,5,(Small or Medium Publisher),small/medium,3.33,2.99,48810,18,17550
nonfiction,"Amazon Digital Services,  Inc.",6.99,6.99,34.95,20.97,5,(Small or Medium Publisher),small/medium,4.28,6.99,48811,60,17551
nonfiction,"Amazon Digital Services,  Inc.",3.25,1.75,5,0,5,(Indie Publisher),indie,4.59,1,48817,5,17552
children,HarperCollins Publishers,11.47,11.47,57.35,34.41,5,HarperCollins,big five,0,11.47,48825,0,17553
nonfiction,"Amazon Digital Services,  Inc.",13.99,13.99,69.95,41.97,5,(Small or Medium Publisher),small/medium,3.85,13.99,48832,20,17554
genre fiction,"Amazon Digital Services,  Inc.",3.82,3.82,19.1,11.46,5,(Small or Medium Publisher),small/medium,5,3.82,48834,1,17555
nonfiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Small or Medium Publisher),small/medium,4.7,9.99,48836,119,17556
nonfiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,5,2.99,48836,7,17557
nonfiction,"Amazon Digital Services,  Inc.",13.98,13.98,69.9,41.94,5,(Small or Medium Publisher),small/medium,4.45,13.98,48845,290,17558
genre fiction,"Amazon Digital Services,  Inc.",3.82,3.82,19.1,11.46,5,(Small or Medium Publisher),small/medium,5,3.82,48855,4,17559
nonfiction,"Amazon Digital Services,  Inc.",10.49,10.49,52.45,31.47,5,(Small or Medium Publisher),small/medium,4.37,10.49,48856,61,17560
nonfiction,"Amazon Digital Services,  Inc.",8.99,8.99,44.95,26.97,5,(Small or Medium Publisher),small/medium,4.49,8.99,48859,251,17561
nonfiction,"Amazon Digital Services,  Inc.",6.36,6.36,31.8,19.08,5,(Small or Medium Publisher),small/medium,4.82,6.36,48861,17,17562
nonfiction,Penguin Group (USA) LLC,13,13,65,39,5,Avery,big five,4.3,13,48862,36,17563
nonfiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Small or Medium Publisher),small/medium,4.51,9.99,48863,194,17564
nonfiction,"Amazon Digital Services,  Inc.",9.48,9.48,47.4,28.44,5,(Small or Medium Publisher),small/medium,4.37,9.48,48863,77,17565
nonfiction,"Amazon Digital Services,  Inc.",3.2175,1.7325,4.95,0,5,(Indie Publisher),indie,4.4,0.99,48865,30,17566
nonfiction,"Amazon Digital Services,  Inc.",22.99,22.99,114.95,68.97,5,(Small or Medium Publisher),small/medium,4.8,22.99,48867,5,17567
nonfiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,5,2.99,48894,6,17568
genre fiction,"Amazon Digital Services,  Inc.",3.19,3.19,15.95,9.57,5,(Small or Medium Publisher),small/medium,1.77,3.19,48899,27,17569
genre fiction,"Amazon Digital Services,  Inc.",3.2175,1.7325,4.95,0,5,(Indie Publisher),indie,0,0.99,48904,0,17570
genre fiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,4.4,2.99,48907,27,17571
genre fiction,"Amazon Digital Services,  Inc.",3.79,3.79,18.95,11.37,5,(Small or Medium Publisher),small/medium,3.8,3.79,48908,5,17572
children,Simon and Schuster Digital Sales Inc,5.69,5.69,28.45,17.07,5,Aladdin,big five,4.86,5.69,48910,37,17573
